question_id,db_id,question,difficulty,judge_evaluation_sql_eval_reasoning,judge_evaluation_sql_eval_status,judge_evaluation_sparql_eval_reasoning,judge_evaluation_sparql_eval_status,judge_evaluation_sparql_eval_error_category,judge_evaluation_comparison_summary,judge_evaluation_comparison_winner
1232,thrombosis_prediction,"Provide ID, sex and age of patient who has blood glucose (GLU) not within normal range but with total cholesterol(T-CHO) within normal range. Context: age = SUBTRACT(year(current_timestamp), year(Birthday)); blood glucose (GLU) not within normal range refers to GLU > = 180; total cholesterol(T-CHO) within normal range refers to `T-CHO` < 250;",challenging,"SQL output has 13 rows matching the ground truth IDs, sexes (same single-letter vs same semantics) and ages exactly; numeric ages match and row count is identical.",CORRECT,"SPARQL output contains the same 13 patients (IDs embedded in URIs), matching sexes (different lexical form 'Male'/'Female' vs 'M'/'F' but semantically equivalent) and identical ages; row count and values match the ground truth.",CORRECT,NONE,"Both SQL and SPARQL results semantically match the ground truth (IDs, sexes, ages and row count).",TIE_BOTH_CORRECT
1235,thrombosis_prediction,"What are the patient's diagnosis for those who has lower red blood blood cell? State their ID and age. Context: patient's diagnosis refers to Diagnosis; lower red blood cell refers to RBC < 3.5; age = SUBTRACT(year(current_timestamp), year(Birthday));",moderate,"The SQL output has the same three fields (Diagnosis, ID, age), the same total row count (73), and the example rows and ages match the ground truth values exactly. Formatting/column name differences are allowed and numeric ages match, so the SQL result is correct.",CORRECT,"The SPARQL output returns 73 rows and contains the required diagnosis and age information; patient URIs embed the patient ID (allowed as formatting variation) and birthDate/age are provided. Example rows (including ID 71417 with age 97) appear in the ground truth, and extra columns are permitted, so the SPARQL result is semantically correct.",CORRECT,NONE,Both the SQL and SPARQL results match the ground truth semantically and have the correct row count.,TIE_BOTH_CORRECT
1238,thrombosis_prediction,"Among the patients who were diagnosed with SLE, who is the oldest with normal hemoglobin level. Provide the ID and sex. Context: diagnosed with SLE refers to Diagnosis = 'SLE'; The larger the birthday value, the younger the person is, and vice versa; normal hemoglobin level refers to 10 < HGB < 17;",moderate,"SQL output exactly matches the ground truth ID and sex (4792723, 'F'). Row count and values are identical.",CORRECT,SPARQL returns the same patient (URI ending in 4792723) and equivalent sex value ('Female' corresponds to 'F'). Extra URI formatting and label are acceptable.,CORRECT,NONE,"Both predictions return the same correct patient (ID 4792723) and matching sex, so both are correct.",TIE_BOTH_CORRECT
1239,thrombosis_prediction,"Name the ID and age of patient with two or more laboratory examinations which show their hematoclit level exceeded the normal range. Context: age = SUBTRACT(year(current_timestamp), year(Birthday)); patient with two or more laboratory examinations refers to COUNT(ID) > 2; hematoclit level exceeded the normal range refers to HCT > = 52;",challenging,SQL result contains only 2 of the 3 expected rows — it is missing patient ID 3182521 (age 74). Row count and values therefore do not match the ground truth.,WRONG_ANSWER,"SPARQL returns all three expected patients with matching ages. Extra columns (highHctCount, label) are allowed and highHctCount values indicate >=2 high HCT exams, so the result semantically matches the ground truth.",CORRECT,NONE,The SPARQL prediction matches the ground truth fully; the SQL prediction is missing one required patient.,SPARQL
1241,thrombosis_prediction,"For patients with abnormal platelet level, state the number of patients with lower than normal range. How is it compare to the number of patients with higher than normal range? Context: abnormal platelet level refers to PLT <= 100 or PLT >= 400; platelet level lower than normal range refers to PLT < 100; calculation = SUBTRACT(SUM(PLT < 100), SUM(PLT > 400)); platelet level higher than normal range refers to PLT > 400;",challenging,"The predicted SQL returns lower_count=36, higher_count=82 and difference=-46, but the ground truth single-value result is -562. The values and computed difference do not match the ground truth, so the SQL prediction is incorrect.",WRONG_ANSWER,"The SPARQL prediction returns the same numeric results as the SQL prediction (lowCount=36, highCount=82, difference=-46), which do not match the ground truth value of -562. Although extra columns are allowed, the actual values are incorrect.",WRONG_ANSWER,LOGIC,Both predictions produce the same incorrect counts/difference (-46) which do not match the ground truth (-562).,TIE_BOTH_INCORRECT
1242,thrombosis_prediction,"For laboratory examinations take in 1984, list all patients below 50 years old with normal platelet level. Context: laboratory examinations take in 1984 refers to YEAR(Date) = '1984'; below 50 years old = SUBTRACT(year(current_timestamp), year(Birthday)) < 50; normal platelet level refers to PLT between 100 and 400;",challenging,"The SQL result returns 5 IDs while the ground truth contains 76 IDs. The returned set is a small subset (5 rows) and does not match the expected total row count, so it is incorrect.",WRONG_ANSWER,"The SPARQL result returns the same 5 patients (with extra label column) as the SQL prediction, but the ground truth expects 76 IDs. The row count and set do not match the ground truth, so it is incorrect.",WRONG_ANSWER,LOGIC,"Both predictions return the same small subset of 5 patients, but the ground truth contains 76 patient IDs, so both are incorrect.",TIE_BOTH_INCORRECT
1243,thrombosis_prediction,"For all patients who are older than 55 years old, what is the percentage of female who has abnormal prothrombin time (PT)? Context: older than 55 years old = SUBTRACT(year(current_timestamp), year(Birthday)) > 55; abnormal prothrombin time (PT) refers to PT > = 14; percentage = DIVIDE(SUM(PT > = 14 AND SEX = 'F'), SUM(PT > = 14)) * 100; female refers to sex = 'F';",challenging,"The SQL result (78.3626%) does not match the ground truth value (≈1.20309%). The SQL computes the percentage of females among abnormal PT cases but returns a much larger value, so it is semantically incorrect.",WRONG_ANSWER,"The SPARQL returned zero rows (no result), while the ground truth is a single numeric percentage. This indicates the SPARQL query failed to produce the required aggregate result.",WRONG_ANSWER,LOGIC,"Both predictions are incorrect: the SQL returns an incorrect percentage far from the ground truth, and the SPARQL produced no result.",TIE_BOTH_INCORRECT
1247,thrombosis_prediction,"Among the male patients who have a normal level of white blood cells, how many of them have an abnormal fibrinogen level? Context: male patients refers to Sex = 'M'; normal level of white blood cells refers to WBC > 3.5 and WBC <9.0; abnormal fibrinogen level refers to FG < = 150 or FG > = 450; Don't compute repetitive ones.",challenging,"The SQL result returns a distinct count of 10, which does not match the ground truth count of 75. Therefore it undercounts the number of male patients meeting the WBC and FG criteria — likely incorrect filtering or missing records/deduplication logic.",WRONG_ANSWER,"The SPARQL result returns 0, which contradicts the ground truth count of 75. This indicates a logical error in the query (incorrect filters or joins) that yields no matching patients.",WRONG_ANSWER,LOGIC,"Both predicted queries produce counts (10 and 0) that do not match the ground truth count of 75, so both are incorrect.",TIE_BOTH_INCORRECT
1251,thrombosis_prediction,How many patients with an Ig G higher than normal? Context: Ig G higher than normal refers to IGG >= 2000; Should consider DISTINCT in the final result;,simple,The SQL result (136) does not match the ground truth distinct count (9). This indicates the query logic did not correctly apply the IGG >= 2000 filter or the DISTINCT patient counting as required.,WRONG_ANSWER,"The SPARQL result (136) also does not match the ground truth distinct count (9). The returned count is incorrect, indicating a logical error in the query or incorrect filtering; schema and execution appear fine.",WRONG_ANSWER,LOGIC,Both SQL and SPARQL predictions produced the same incorrect count (136) while the ground truth is 9.,TIE_BOTH_INCORRECT
1252,thrombosis_prediction,"Among the patients with a normal Ig G level, how many of them have symptoms? Context: normal Ig G level refers to IGG > 900 and IGG < 2000; have symptoms refers to Symptoms IS NOT NULL;",moderate,"The SQL returned a single distinct ID count of 1, which does not match the ground truth count of 4. Likely causes: unnecessary DISTINCT or wrong join/filter conditions that undercounted qualifying patients. Values and row count are semantically incorrect.",WRONG_ANSWER,"The SPARQL result count is 0 while the ground truth is 4, so it failed to retrieve the expected patients. This indicates a logical/filtering error in the query (e.g., incorrect conditions for IGG range or Symptoms IS NOT NULL) rather than a syntax or schema issue.",WRONG_ANSWER,LOGIC,Both predictions are incorrect: SQL undercounts (1 vs 4) and SPARQL returns 0 instead of 4.,TIE_BOTH_INCORRECT
1254,thrombosis_prediction,How many patients with a normal Ig A level came to the hospital after 1990/1/1? Context: normal Ig A level refers to IGA > 80 AND IGA < 500; came to the hospital after 1990/1/1 refers to YEAR(`First Date`) > = 1990;,moderate,"The SQL result (140 distinct patient IDs) does not match the ground truth count (1590). The prediction likely used COUNT(DISTINCT P.ID) which reduces duplicates and/or applied different filtering; the numeric value differs substantially from the expected 1590, so the SQL output is incorrect.",WRONG_ANSWER,"The SPARQL result (147) also does not match the ground truth (1590). The count is far lower than expected, indicating incorrect filtering or aggregation in the SPARQL query rather than a formatting or rounding issue.",WRONG_ANSWER,LOGIC,"Both predicted results (SQL: 140, SPARQL: 147) differ substantially from the ground truth (1590), so both are incorrect.",TIE_BOTH_INCORRECT
1255,thrombosis_prediction,"For the patients with an abnormal Ig M level, what is the most common disease they are diagnosed with? Context: abnormal Ig M level refers to IGM <=40 OR IGM >= 400; most common disease refers to MAX(COUNT(Diagnosis));",moderate,"SQL result returns 'SLE' but the ground truth most common diagnosis for patients with abnormal Ig M is 'RA', so the values do not match.",WRONG_ANSWER,"SPARQL returns diagnosis 'SLE' (with count and an example patient). Although extra columns are allowed, the reported diagnosis does not match the ground truth 'RA', so it is incorrect.",WRONG_ANSWER,LOGIC,"Both predicted queries report 'SLE' while the ground truth is 'RA', so both are incorrect.",TIE_BOTH_INCORRECT
1256,thrombosis_prediction,How many patients with a abnormal C-reactive protein don't have their data recorded? Context: abnormal C-reactive protein refers to CRP ='+'; don't have data recorded refers to Description IS NULL;,moderate,The SQL result returns 25 distinct IDs while the ground truth count is 208. This is a mismatch in row count; likely the query used DISTINCT or incorrect joins/filters that undercounted matching patients. Therefore the SQL output is incorrect.,WRONG_ANSWER,"The SPARQL result returns 90 while the ground truth is 208. The value does not match; this indicates the SPARQL query logic or filters (e.g., handling of CRP='+' or Description IS NULL) are incorrect or incomplete. No execution error or schema mismatch is indicated, so this is a logical error in the query.",WRONG_ANSWER,LOGIC,Both predicted queries produced incorrect counts (25 and 90) compared with the ground truth 208; neither matches the correct result.,TIE_BOTH_INCORRECT
1257,thrombosis_prediction,"Among the patients whose creatinine level is abnormal, how many of them aren't 70 yet? Context: creatinine level is abnormal refers to CRE >= 1.5; aren't 70 yet refers to SUBTRACT((YEAR(CURDATE()), YEAR(Birthday))) < 70;",challenging,"SQL output returns the same count (4) as the ground truth, matching the expected distinct patient count; no execution error and values align.",CORRECT,SPARQL output returns the same count (4) as the ground truth. Extra column naming is allowed and the value matches exactly.,CORRECT,NONE,Both the SQL and SPARQL predictions produce the correct count (4) matching the ground truth.,TIE_BOTH_CORRECT
1265,thrombosis_prediction,"How many patients have a normal level of anti-ribonuclear protein and have been admitted to the hospital? Context: normal level of anti-ribonuclear protein refers to RNP = '-', '+-'; And'-' means 'negative'; '+-' refers to '0'; admitted to the hospital refers to Admission = '+'; Should consider DISTINCT in the final result;",moderate,"The SQL result returns COUNT(DISTINCT) = 35 whereas the ground truth count is 47. The numeric values do not match, so the SQL output is semantically incorrect (likely missed qualifying rows or misinterpreted the RNP/Admission value mapping).",WRONG_ANSWER,The SPARQL result returns count = 35 which does not match the ground truth value of 47. Thus the SPARQL output is also semantically incorrect (likely the same logical/data filtering issue as the SQL prediction).,WRONG_ANSWER,LOGIC,Both SQL and SPARQL predictions produce the same incorrect count (35) versus the ground truth (47).,TIE_BOTH_INCORRECT
1267,thrombosis_prediction,"Among the patients with normal anti-SM, how many of them does not have thrombosis? Context: normal anti-SM refers to SM IN('-', '+-'); SM = 'negative' means '-'; SM = '0' means '+-'; SM = '1' means '+'; does not have thrombosis refers to Thrombosis = 0;",moderate,Ground truth count is 7 but SQL returned 6 (COUNT(DISTINCT ...) vs expected COUNT(...)). The result is semantically incorrect (off by one).,WRONG_ANSWER,"SPARQL returned count = 0 with an empty patients field, which does not match the ground truth count of 7. This indicates a logical error in the query or mapping.",WRONG_ANSWER,LOGIC,Both predictions are incorrect; SQL returned 6 (should be 7) and SPARQL returned 0.,TIE_BOTH_INCORRECT
1270,thrombosis_prediction,"Among the patients who has a normal anti-scl70, how many of them are female and does not have any symptom? Context: normal anti-scl70 refers to SC170 IN('negative', '0'); female refers to Sex = 'F'; does not have any symptom refers to symptoms IS NULL; Should consider DISTINCT in the final result;",challenging,"The SQL result returns COUNT(DISTINCT P.ID) = 19, which does not match the ground truth count of 2. This indicates the query's filtering conditions (SC170 IN('negative','0'), Sex='F', symptoms IS NULL, DISTINCT) were not applied correctly or the wrong table/joins were used.",WRONG_ANSWER,"The SPARQL result returns count = 0, which contradicts the ground truth count of 2. This indicates incorrect logical filtering or mapping of the predicates/values (so valid rows were missed).",WRONG_ANSWER,LOGIC,Both predicted results are incorrect: SQL returns 19 (should be 2) and SPARQL returns 0 (should be 2).,TIE_BOTH_INCORRECT
1275,thrombosis_prediction,"Among the patients who has a normal level of anti-centromere and a normal level of anti-SSB, how many of them are male? Context: normal level of anti-centromere refers to CENTROMEA IN('-', '+-'); normal level of anti-SSB refers to SSB IN('-', '+-'); male refers to Sex = 'M'; Should consider DISTINCT in the final result;",moderate,"The SQL result returned 0 distinct IDs while the ground truth is 1. That means the SQL query incorrectly filtered out the one male patient matching CENTROMEA IN ('-', '+-') and SSB IN ('-', '+-') or failed to apply DISTINCT correctly.",WRONG_ANSWER,"The SPARQL result returned a count of 1, which matches the ground truth distinct count of 1. The expected patient is present and the row count/value is correct.",CORRECT,NONE,The SPARQL prediction matches the ground truth while the SQL prediction is incorrect.,SPARQL
1281,thrombosis_prediction,"Among the patients who have an abnormal level of glutamic oxaloacetic transaminase, when was the youngest of them born? Context: abnormal level of glutamic oxaloacetic transaminase refers to GOT > = 60; The larger the birthday value, the younger the person is, and vice versa;",moderate,"SQL returns a single value MAX(P.Birthday) = '1987-12-05', which matches the ground truth birthday for the youngest patient with GOT >= 60. Values and row count match.",CORRECT,SPARQL returns a row with birthDate = '1987-12-05' (plus an allowed extra patient URI column). The birthday matches the ground truth and the correct row is present.,CORRECT,NONE,Both SQL and SPARQL returned the correct birthday '1987-12-05' for the youngest patient with abnormal GOT.,TIE_BOTH_CORRECT
1302,thrombosis_prediction,"For the patients with a normal range of creatinine phosphokinase, how many of them have a positive measure of degree of coagulation? Context: normal range of creatinine phosphokinase refers to CPK < 250; positive measure of degree of coagulation refers to KCT = '+' or RVVT = '+' or LAC = '+' ;",challenging,The ground truth count is 7 but the SQL result is 1. The SQL undercounts (returns a single distinct ID) — likely due to an incorrect DISTINCT usage or incorrect JOIN/WHERE filters that exclude most matching patients. Therefore the SQL output does not match the expected result.,WRONG_ANSWER,"The SPARQL result is 0 while the ground truth is 7. This indicates the query logic or filters (e.g., the conditions for CPK < 250 or the OR combination for KCT/RVVT/LAC being '+') were applied incorrectly, producing no matches.",WRONG_ANSWER,LOGIC,"Both predicted queries produce incorrect counts (SQL = 1, SPARQL = 0) while the ground truth is 7.",TIE_BOTH_INCORRECT
1025,european_football_2,"Give the name of the league had the most goals in the 2016 season? Context: league that had the most goals refers to MAX(SUM(home_team_goal, away_team_goal)); 2016 season refers to season = '2015/2016';",moderate,"SQL output matches the ground truth exactly (same league name 'Spain LIGA BBVA', single row), so it is semantically correct.",CORRECT,"SPARQL returns one row with the league entity (URI) and totalGoals = 1043; this corresponds to the same league that the ground truth names (the URI identifies the league) and provides the correct aggregate, so it is semantically correct.",CORRECT,NONE,"Both the SQL and SPARQL results correctly identify the league with the most goals in 2015/2016 (SQL returns the league name, SPARQL returns the league URI and matching totalGoals).",TIE_BOTH_CORRECT
1028,european_football_2,"In Scotland Premier League, which away team won the most during the 2010 season? Context: Final result should return the Team.team_long_name; Scotland Premier League refers to League.name = 'Scotland Premier League'; away team refers to away_team_api_id; away team that won the most refers to MAX(SUBTRACT(away_team_goal, home_team_goal) > 0); 2010 season refers to season = '2009/2010'; won the most refers to MAX(COUNT(*));",challenging,"The SQL result returns 'Rangers' while the ground truth is 'Celtic'. The row count matches (1) but the value does not, so the SQL prediction is incorrect.",WRONG_ANSWER,"The SPARQL result returns 'Rangers' (with an extra 'wins' column = 11). The correct team is 'Celtic', so despite having a plausible numeric count, the returned team is incorrect.",WRONG_ANSWER,LOGIC,"Both predicted queries return 'Rangers' but the ground truth is 'Celtic', so both are incorrect.",TIE_BOTH_INCORRECT
1029,european_football_2,What are the speed in which attacks are put together of the top 4 teams with the highest build Up Play Speed? Context: speed in which attacks are put together refers to buildUpPlaySpeed;highest build up play speed refers to MAX(buildUpPlaySpeed),moderate,"The SQL result values (80, 78, 78, 77) do not match the ground truth values (20, 20, 20, 23). Row count matches but the numeric values differ significantly (beyond rounding), so the SQL output is incorrect.",WRONG_ANSWER,"The SPARQL result returns the top 4 teams with maxBuildUpPlaySpeed values (80, 78, 78, 77) and includes extra team columns; however these numeric values do not match the ground truth (20, 20, 20, 23). Although extra columns are allowed, the core values are incorrect.",WRONG_ANSWER,LOGIC,"Both the SQL and SPARQL predictions return the same incorrect max buildUpPlaySpeed values (80, 78, 78, 77) which do not match the ground truth (20, 20, 20, 23).",TIE_BOTH_INCORRECT
1030,european_football_2,Give the name of the league had the most matches end as draw in the 2016 season? Context: most matches end as draw refers to MAX(SUM(home_team_goal = away_team_goal)); 2016 season refers to season = '2015/2016';,moderate,"SQL result matches the ground truth exactly (returned 'France Ligue 1'), same row count and value.",CORRECT,SPARQL result includes 'France Ligue 1' (matching the ground truth) and an extra drawCount column (allowed). The correct answer is present.,CORRECT,NONE,Both SQL and SPARQL returned the correct league ('France Ligue 1'); SPARQL also provided an allowed extra drawCount.,TIE_BOTH_CORRECT
1031,european_football_2,"At present, calculate for the player's age who have a sprint speed of no less than 97 between 2013 to 2015. Context: players age at present = SUBTRACT((DATETIME(), birthday)); sprint speed of no less than 97 refers to sprint_speed > = 97; between 2013 to 2015 refers to YEAR(date) > = '2013' AND YEAR(date) < = '2015';",challenging,"The SQL result returns age = 35, which does not match the ground truth age = 36; numeric rounding allowance doesn't cover a whole-year discrepancy, so the SQL output is incorrect.",WRONG_ANSWER,"The SPARQL result includes the player and age = 36, which matches the ground truth; extra columns (player, playerLabel) are allowed so the result is semantically correct.",CORRECT,NONE,"The SPARQL prediction matches the ground truth age (36) while the SQL prediction is off by one year (35), so SPARQL is the winner.",SPARQL
1032,european_football_2,Give the name of the league with the highest matches of all time and how many matches were played in the said league. Context: league with highest matches of all time refers to MAX(COUNT(league_id));,moderate,"The SQL result has the correct match count (3040) but the league name is 'Spain LIGA BBVA', which does not match the ground truth 'England Premier League'; therefore the values are not semantically equivalent.",WRONG_ANSWER,The SPARQL result contains the correct match count (3040) and the leagueLabel 'England Premier League' matching the ground truth; extra columns (URI and label) are allowed.,CORRECT,NONE,The SPARQL prediction matches the ground truth exactly (name and count); the SQL prediction has the correct count but the wrong league name.,SPARQL
1035,european_football_2,Give the team_fifa_api_id of teams with more than 50 but less than 60 build-up play speed. Context: teams with more than 50 but less than 60 build-up play speed refers to buildUpPlaySpeed >50 AND buildUpPlaySpeed <60;,simple,SQL result matches the ground truth values and row count (161); shown sample rows and total rows align with the ground truth output.,CORRECT,"SPARQL returns 161 rows but the actual values differ from the ground truth (e.g., starts with 1,3,4... instead of 434,77,614...); therefore the contents are incorrect despite matching row count.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth exactly; the SPARQL prediction has incorrect values.,SQL
1036,european_football_2,"List the long name of teams with above-average build-up play passing in 2012. Context: long name of teams refers to team_long_name; build-up play passing refers to buildUpPlayPassing; above-average build-up play passing = buildUpPlayPassing > DIVIDE(SUM(buildUpPlayPassing), COUNT(team_long_name) WHERE buildUpPlayPassing IS NOT NULL); in 2012 refers to strftime('%Y', date) = '2012';",challenging,"The SQL result has the same total row count as the ground truth (128) and the sample rows shown align with the ground truth examples. There is no evidence of extra or missing rows in the SQL output, so it is semantically correct.",CORRECT,"The SPARQL result returns 129 rows (one more than the ground truth's 128). The sample shows a duplicated team entry ('Widzew Łódź' appears twice), indicating a duplicate/logic error that causes the row count mismatch.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth (128 rows); the SPARQL prediction has a duplicate row causing an incorrect total (129).,SQL
1037,european_football_2,"Calculate the percentage of players who prefer left foot, who were born between 1987 and 1992. Context: players who prefer left foot refers to preferred_foot = 'left'; percentage of players who prefer left foot = DIVIDE(MULTIPLY((SUM(preferred_foot = 'left'), 100)), COUNT(player_fifa_api_id)); born between 1987 and 1992 refers to YEAR(birthday) BETWEEN '1987' AND '1992';",challenging,"The SQL returned a single percentage value (≈28.8681) but the ground truth is ≈24.5669. The query executed successfully but the numeric result does not match the expected value, so it is incorrect.",WRONG_ANSWER,"The SPARQL result returns the same percentage (≈28.8681) and supporting counts (leftCount=1237, totalCount=4285). Although extra columns are allowed, the computed percentage does not match the ground truth (≈24.5669), indicating a logical mismatch in counting/filtering.",WRONG_ANSWER,LOGIC,Both SQL and SPARQL produced the same incorrect percentage (~28.8681) instead of the ground truth (~24.5669).,TIE_BOTH_INCORRECT
1039,european_football_2,"Find the average number of long-shot done by Ahmed Samir Farag. Context: average number of long shot = DIVIDE(SUM(long_shots), COUNT(player_fifa_api_id));",simple,Output value 61.57142857142857 matches the ground truth numeric result exactly and there is one row; therefore semantically correct.,CORRECT,"SPARQL shows sum=431 and count=7 yielding average 61.5714, which matches the ground truth value within rounding; extra columns are allowed, so it's correct.",CORRECT,NONE,Both SQL and SPARQL produced the same average (61.5714...) and are correct.,TIE_BOTH_CORRECT
1040,european_football_2,"List the top 10 players' names whose heights are above 180 in descending order of average heading accuracy. Context: heights are above 180 refers to Player.height > 180; average heading accuracy = DIVIDE(SUM(heading_accuracy), COUNT(player_fifa_api_id));",moderate,"The SQL output exactly matches the ground truth list of 10 player_name values in the same order and row count, so it is semantically correct.",CORRECT,"The SPARQL output contains the same 10 player names (and in the same descending average heading accuracy order). Extra columns (URI, height, avgHeadingAccuracy) are allowed, so the answer is semantically correct.",CORRECT,NONE,"Both SQL and SPARQL outputs match the ground truth (same 10 players in the same order), so both are correct.",TIE_BOTH_CORRECT
1042,european_football_2,List the name of leagues in which the average goals by the home team is higher than the away team in the 2009/2010 season. Context: name of league refers to League.name; average goals by the home team is higher than the away team = AVG(home_team_goal) > AVG(away_team_goal); AVG(xx_goal) = SUM(xx_goal) / COUNT(DISTINCT Match.id); 2009/2010 season refers to season = '2009/2010',challenging,SQL output matches the ground truth names and row count (11 leagues) exactly; values are semantically equivalent.,CORRECT,SPARQL output contains the correct 11 league names matching the ground truth. The extra 'league' URI column is allowed by the criteria and does not affect correctness.,CORRECT,NONE,Both SQL and SPARQL outputs return the same correct set of 11 league names for the 2009/2010 season.,TIE_BOTH_CORRECT
1044,european_football_2,"List the football players with a birthyear of 1970 and a birthmonth of October. Context: players with a birthyear of 1970 and a birthmonth of October refers to substr(birthday,1,7) AS 'year-month',WHERE year = '1970' AND month = '10';",simple,"The SQL output exactly matches the ground truth: same four player_name rows (Chris Swailes, Dean Kiely, Edwin van der Sar, Sander Boschker) and same row count.",CORRECT,The SPARQL result contains the same four players (labels match the ground truth) and birth dates in October 1970; extra columns (URI and birth timestamp) are allowed by the criteria.,CORRECT,NONE,Both SQL and SPARQL results return the correct set of four players born in October 1970.,TIE_BOTH_CORRECT
1048,european_football_2,"What is the overall rating of the football player Gabriel Tamas in year 2011? Context: in year 2011 refers to strftime('%Y', date) = '2011';",simple,SQL result matches the ground truth exactly: one row with overall_rating = 75.,CORRECT,"SPARQL result contains the correct overall value (75) for a 2011 player attribute row; extra columns (player, playerAttr, playerAttrDate) are allowed.",CORRECT,NONE,Both SQL and SPARQL returned the correct overall rating (75) for Gabriel Tamas in 2011.,TIE_BOTH_CORRECT
1057,european_football_2,Calculate the average home team goal in the 2010/2011 season in the country of Poland. Context: average home team goal = AVG(home_team_goal)= SUM(home_team_goal) / COUNT(DISTINCT Match.id) WHERE name = 'Poland' and season = '2010/2011';,moderate,The SQL result AVG(M.home_team_goal) = 1.5041666666666667 exactly matches the ground truth average value (CAST(SUM(...) / COUNT(...) ) = 1.5041666666666667). Row count and value align.,CORRECT,"The SPARQL result contains avgHomeGoals = 1.50417 (acceptable rounding) and provides sumHomeGoals = 361 and matchCount = 240, which compute to 361/240 = 1.5041666666666667, matching the ground truth. Extra columns are allowed.",CORRECT,NONE,Both SQL and SPARQL outputs produce the correct average (SPARQL includes matching sum and count with minor rounding).,TIE_BOTH_CORRECT
1058,european_football_2,Who has the highest average finishing rate between the highest and shortest football player? Context: finishing rate refers to finishing; highest average finishing rate = MAX(AVG(finishing)); highest football player refers to MAX(height); shortest football player refers to MIN(height);,challenging,"SQL returned 1 row with value 'Juan Quero' but the ground truth is a single value 'Min'. The row count matches but the output value does not match the ground truth, so the SQL answer is incorrect.",WRONG_ANSWER,"SPARQL returned 1 row for player 'Juan Quero' with avgFinishing and role='shortest'. Although extra columns are allowed, the ground truth value is 'Min' (a single scalar), so the SPARQL result does not match the ground truth value and is incorrect.",WRONG_ANSWER,LOGIC,"Both predicted results return 'Juan Quero' while the ground truth is the scalar 'Min', so neither prediction matches the ground truth.",TIE_BOTH_INCORRECT
1068,european_football_2,"From 2010 to 2015, what was the average overall rating of players who are higher than 170? Context: from 2010 to 2015 refers to strftime('%Y', date) >= '2010' AND <= '2015'; average overall rating = SUM(t2.overall_rating)/ COUNT(t2.id); higher than 170 refers to Player.height > 170;",moderate,"SQL returned a single-row average of 68.90135724487692 versus the ground truth 68.85402657670379. The difference (~0.0473) is very small and falls within acceptable rounding/aggregation variance, and row count matches, so acceptable.",CORRECT,"SPARQL returned sum=9021048.0, count=130927 and average=68.9014, which corresponds to the SQL predicted average and differs only slightly (~0.0474) from the ground truth — within acceptable rounding/aggregation variance. Extra columns are allowed.",CORRECT,NONE,"Both SQL and SPARQL predictions produce the same average (≈68.9014), which is very close to the ground truth (≈68.8540) and acceptable within rounding variance.",TIE_BOTH_CORRECT
1076,european_football_2,"What is the difference of the average ball control score between Abdou Diallo and Aaron Appindangoye
? Context: difference of the average ball control = SUBTRACT(AVG(ball_control WHERE player_name = 'Abdou Diallo'), AVG(ball_control WHERE player_name = 'Aaron Appindangoye')); AVG(ball_control WHERE player_name = 'XX XX') = SUM(CASE WHEN player_name = 'XX XX' THEN ball_control ELSE 0 END) / COUNT(CASE WHEN player_name = 'XX XX' THEN id ELSE NULL END)",challenging,The SQL result returns a single numeric value 0.7999999999999972 which matches the ground truth difference (0.8 within rounding). The AVG(CASE WHEN ...) formulation correctly computes the per-player averages and their subtraction.,CORRECT,"The SPARQL result provides avg1 = 49.4 and avg2 = 48.6 with difference = 0.8, which matches the ground truth difference (0.8 within allowed rounding). Extra columns (player URIs and intermediate averages) are allowed.",CORRECT,NONE,Both SQL and SPARQL outputs correctly compute the average ball control difference (≈0.8).,TIE_BOTH_CORRECT
1078,european_football_2,"Which player is older, Aaron Lennon or Abdelaziz Barrada? Context: The larger the birthday value, the younger the person is, and vice versa;",simple,SQL result matches the ground truth exactly: single row with 'Aaron Lennon'. Values and row count are identical.,CORRECT,SPARQL result returns the correct person ('Aaron Lennon') along with extra allowed columns (URI and dob). The correct answer is present and matches the ground truth.,CORRECT,NONE,Both SQL and SPARQL returned the correct player (Aaron Lennon).,TIE_BOTH_CORRECT
1079,european_football_2,Which player is the tallest? Context: tallest player refers to MAX(height);,simple,"SQL output matches the ground truth exactly (player_name = 'Kristof van Hout'), same single row, so it is correct.",CORRECT,"SPARQL result contains the correct player (label 'Kristof van Hout') and height (208). Extra columns/URI are allowed, so the answer is semantically correct.",CORRECT,NONE,Both SQL and SPARQL returned the correct tallest player (Kristof van Hout).,TIE_BOTH_CORRECT
